Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
11506,52,,Kolkata,Graduate,,4.3,70105,12,115,3,2,3,,46,,4,5,,2.2,19,Average Performer
11507,32,Female,Chennai,Post Graduate,Analytics,,94151,15,,1,5,5,3.5,76,85,6,3,Poor,7.8,,Average Performer
11508,28,Female,Delhi,Graduate,IT,9.4,84968,19,,,5,5,2.4,,41,11,,,5.8,23,Average Performer
11509,28,Male,Hyderabad,Post Graduate,Operations,14.7,81830,28,121,4,2,5,2,73,42,10,5,Good,4.7,3,Average Performer
11510,48,Female,Mumbai,Graduate,Analytics,15.2,91967,7,180,2,4,2,,13,49,0,,,5.6,,Low Performer
11511,40,Male,Kolkata,Graduate,HR,16.4,26611,7,,4,3,4,4.9,60,174,9,2,Excellent,5.7,10,Low Performer
11512,27,Female,Pune,,Analytics,9.4,31872,30,110,2,5,4,4.3,66,50,7,,Average,6.1,2,High Performer
11513,31,Male,Mumbai,Post Graduate,Operations,12.6,67455,18,243,5,4,5,4.9,75,64,4,5,Average,0.5,14,Average Performer
11514,40,Female,Delhi,Diploma,Sales,2.5,52930,24,104,0,3,3,2.1,24,100,11,,Poor,3.3,,Low Performer
11515,36,,,Post Graduate,Operations,10.4,90022,,,0,5,5,4,64,17,2,5,Average,2.4,11,Low Performer
11516,24,Female,Mumbai,Post Graduate,HR,4.9,80714,4,,1,1,3,2.1,23,35,12,3,,0.6,17,Low Performer
11517,26,Male,Pune,Graduate,,8.1,142906,3,,1,5,4,4.3,52,128,12,3,Poor,3.3,23,Low Performer
11518,42,Female,Kolkata,Graduate,HR,,126722,6,7,2,,3,3.1,72,72,8,,Good,4.9,5,Low Performer
11519,46,Female,Kolkata,Graduate,Sales,5,84704,26,,2,,3,2.3,49,120,10,1,Average,1.4,14,Average Performer
11520,,,Mumbai,Post Graduate,Sales,1.4,18415,38,,2,1,1,,0,,2,2,Excellent,,,Low Performer
11521,34,Female,Chennai,Post Graduate,,0.7,94441,11,12,,3,3,2.8,,150,6,1,Poor,5.1,22,Low Performer
11522,31,Female,Bengaluru,Graduate,Analytics,0.9,129736,29,91,5,3,3,4,73,79,9,3,Poor,4.6,,Low Performer
11523,38,Male,Hyderabad,Post Graduate,Operations,0.6,88779,20,290,5,5,2,4,43,110,11,5,Excellent,7,9,Low Performer
11524,,Male,Chennai,Post Graduate,,2.4,106444,10,78,0,2,4,4.1,4,,6,4,Average,6.3,22,Low Performer
11525,43,Male,Kolkata,Graduate,HR,4.7,122448,26,127,1,2,5,5,67,150,13,,Excellent,7.7,3,Average Performer
11526,32,Female,Bengaluru,,Operations,4.4,27888,27,298,1,1,1,3.2,71,55,9,1,Average,4.8,7,Average Performer
11527,,Female,,Post Graduate,Finance,17.8,142790,14,147,3,3,3,3.4,79,173,11,1,Average,,14,Average Performer
11528,45,Male,Hyderabad,Post Graduate,Operations,5.9,76765,36,,1,4,,4.4,64,105,7,1,Average,6.9,18,Average Performer
11529,39,Female,Hyderabad,PhD,Sales,2.7,33935,12,113,1,1,2,3.7,78,105,14,3,Average,6.7,15,Low Performer
11530,56,Female,Delhi,Graduate,Analytics,10,91002,23,199,4,1,5,2.1,14,87,9,3,Average,5.7,12,Average Performer
11531,28,Female,Hyderabad,Diploma,Analytics,15.5,98631,21,40,4,5,5,,49,127,7,5,Average,,24,High Performer
11532,49,Male,Pune,Graduate,Operations,12.4,19320,8,,3,4,4,2.2,5,,3,,Poor,2.2,14,Low Performer
11533,52,Male,Mumbai,Graduate,Analytics,5.7,64032,39,205,2,3,3,2.5,65,169,13,5,Good,7,13,Average Performer
11534,38,Female,Kolkata,Diploma,IT,10.3,95763,9,50,3,3,2,2.3,68,16,0,5,Poor,6.2,14,Average Performer
11535,26,Female,Pune,Graduate,Operations,13,56002,24,111,,3,1,2.2,38,85,3,1,Poor,6.7,11,Average Performer
11536,38,Male,,Post Graduate,Sales,,56912,31,174,0,1,4,2.1,28,6,,4,Excellent,1.1,10,Average Performer
11537,39,Female,Chennai,Graduate,Operations,,18552,25,150,5,5,3,2.2,45,57,9,1,Good,2.5,20,Average Performer
11538,42,Female,Chennai,,Operations,15.7,38140,17,,1,1,5,3.3,30,157,10,3,Good,3.4,2,Average Performer
11539,,Female,Mumbai,Diploma,Analytics,15.7,103591,29,,0,2,3,2.8,23,160,12,2,Good,6.7,24,Average Performer
11540,52,Female,Pune,,Sales,10.6,51367,,7,5,2,5,2.4,14,177,5,3,Average,7.1,13,Low Performer
11541,23,Male,Mumbai,Post Graduate,Operations,,42061,21,86,1,3,3,4,75,41,5,4,Average,2.3,1,Average Performer
11542,48,Male,Hyderabad,Graduate,,11.7,114590,8,267,,5,1,2.7,19,149,13,3,Average,5.5,17,Low Performer
11543,30,Female,,Post Graduate,HR,14.8,60124,14,291,1,3,4,2.1,,73,11,4,Poor,0.6,2,Average Performer
11544,,Male,Kolkata,Graduate,Sales,0.6,,39,99,2,3,5,3.3,57,60,6,2,Good,3.3,8,Low Performer
11545,49,Male,Chennai,Graduate,Finance,,124134,16,,2,1,1,2.9,76,125,11,2,Good,3.9,,Average Performer
11546,35,Male,Kolkata,Graduate,IT,3.7,53765,18,250,3,3,2,,60,62,10,5,,6.1,,Average Performer
11547,53,Male,Delhi,,Finance,8.7,100606,31,81,4,3,1,3.3,9,8,0,3,Average,7.1,4,Average Performer
11548,27,Male,Hyderabad,Diploma,Sales,15.8,114422,11,263,2,5,1,4,40,,9,5,Excellent,2.7,8,Average Performer
11549,32,Male,Hyderabad,Graduate,Operations,,127910,38,97,3,5,,3.8,52,53,0,,Good,4.2,9,Average Performer
11550,,Male,Chennai,Graduate,Analytics,8.8,72681,20,295,0,5,,4.8,70,42,6,1,Poor,,5,Average Performer
11551,41,,Chennai,,,2.8,80349,4,275,4,3,2,3.6,75,49,11,1,Average,,5,Low Performer
11552,51,Female,Hyderabad,Graduate,IT,,118063,,25,2,5,4,3.4,47,112,3,,,7.9,10,Average Performer
11553,44,Female,Bengaluru,Post Graduate,Sales,3.6,81474,31,66,,5,1,2.6,14,162,5,,Excellent,7,16,Average Performer
11554,40,Female,Kolkata,Diploma,Analytics,6.9,40592,20,,3,4,5,4.3,6,41,5,3,,2.4,1,Average Performer
11555,,Male,Delhi,Graduate,,7,130196,11,241,,4,5,2.4,,159,8,,,4.1,8,Average Performer
11556,24,Male,Kolkata,PhD,HR,17.9,41618,1,145,0,2,,3.5,,36,1,5,Poor,,23,Low Performer
11557,48,,Delhi,Post Graduate,Finance,17.9,69632,18,,,,3,3.3,42,143,3,4,Average,4.1,17,Average Performer
11558,40,Female,Bengaluru,Graduate,Analytics,2.5,27529,,71,5,1,2,4,3,62,3,1,Poor,5.5,,Low Performer
11559,44,Male,Pune,Post Graduate,Analytics,13.2,140164,33,62,2,5,2,4.8,50,81,6,2,Poor,0.7,20,High Performer
11560,52,Male,Delhi,Post Graduate,,1.4,42154,,,3,,1,4.8,70,167,0,4,Excellent,7,5,High Performer
11561,56,Female,Kolkata,Post Graduate,Sales,1,50882,18,134,4,2,3,2.5,58,21,4,,Poor,4.7,3,Low Performer
11562,54,,Mumbai,,Sales,2.3,62917,31,,,4,2,2.8,40,162,13,,Poor,7.9,,Low Performer
11563,56,Male,Hyderabad,Graduate,,17.4,100488,35,15,0,2,1,,60,,10,4,Excellent,0.2,4,High Performer
11564,22,Female,Hyderabad,Diploma,HR,17,,39,261,3,3,3,,29,34,3,,Good,6.7,3,Average Performer
11565,35,Male,,Post Graduate,HR,,86225,,85,1,5,5,3.4,17,94,1,5,Good,6.3,,Average Performer
11566,54,,Delhi,Post Graduate,IT,3.3,137278,15,290,5,,1,4.1,29,123,4,4,Good,1.1,17,Average Performer
11567,56,Male,Pune,Post Graduate,Analytics,,20988,6,23,5,1,3,3.8,6,20,8,3,Good,2.7,10,Low Performer
11568,26,Female,Delhi,Graduate,IT,9.5,53919,8,114,0,4,,4.9,51,79,14,1,,7.1,15,Low Performer
11569,32,Male,Hyderabad,Diploma,Sales,10.5,27013,22,38,3,3,2,3.8,47,,7,2,Good,4.1,1,Average Performer
11570,23,Male,Chennai,Post Graduate,Operations,4.4,25838,,292,4,5,1,3.4,22,131,8,1,Good,3.2,,Low Performer
11571,38,Male,Mumbai,Graduate,Operations,13.7,49368,13,,5,3,5,,36,109,6,4,Poor,7.2,18,Low Performer
11572,41,Female,Bengaluru,Graduate,Operations,5.9,50228,24,130,4,3,1,4.4,70,147,9,5,Good,0.7,9,Average Performer
11573,35,Male,Chennai,,Analytics,16.6,64097,21,,2,2,2,3.8,52,159,6,3,Good,3.8,,Average Performer
11574,53,Other,Kolkata,Graduate,IT,12,147802,4,138,1,4,2,3.9,44,8,13,2,Average,5.2,,High Performer
11575,55,Male,Pune,Graduate,Finance,,56333,7,90,0,1,3,4.9,48,167,13,5,Good,4.9,8,Low Performer
11576,46,Other,Chennai,Post Graduate,Sales,14.3,,12,79,5,5,5,3.9,48,89,12,2,Average,2.1,12,Average Performer
11577,28,Female,Kolkata,Graduate,Operations,14.8,56418,13,,2,5,3,3.1,46,67,1,,,4.5,4,Average Performer
11578,56,Male,Chennai,Graduate,HR,5.6,75955,16,,2,1,5,4.1,24,104,11,3,Poor,5.7,1,Average Performer
11579,,Male,,Graduate,IT,6.4,77507,6,,1,5,1,4,26,70,12,4,Good,4.7,2,Low Performer
11580,43,Male,Chennai,,Sales,16.9,69033,,,0,2,,2,11,43,2,2,,5.5,7,Average Performer
11581,34,Male,Bengaluru,Post Graduate,Sales,3.4,90972,31,123,0,3,3,3.4,22,160,10,4,,2,5,Average Performer
11582,34,Female,Hyderabad,Post Graduate,HR,,120012,36,289,,2,4,4.2,16,166,9,2,Good,6.7,4,Low Performer
11583,22,Male,Delhi,Graduate,HR,8.4,65219,37,231,0,2,2,3.5,43,165,7,2,Good,3.6,3,Average Performer
11584,57,Male,,Graduate,HR,14.5,,35,216,2,2,3,4.3,70,76,10,,Poor,7.9,19,High Performer
11585,25,Male,Bengaluru,Post Graduate,Operations,14,130626,10,193,4,1,3,3.4,23,76,1,4,Excellent,0.2,15,Average Performer
11586,34,Female,Delhi,Graduate,,16.6,149197,17,,0,4,1,4.9,70,,6,,Poor,3,7,Average Performer
11587,45,Male,Kolkata,Graduate,IT,,,30,227,1,1,2,2.9,59,90,11,,Excellent,1.4,,Average Performer
11588,40,Male,Delhi,Graduate,HR,2.3,122396,7,132,2,1,3,2.3,52,95,5,,Poor,4.4,21,Low Performer
11589,22,Male,Kolkata,Post Graduate,Finance,10.8,34375,18,,3,2,1,3.3,73,32,11,1,Poor,1.9,4,Average Performer
11590,26,Female,Chennai,Post Graduate,Sales,,27182,19,55,1,4,1,3.6,15,159,9,3,,5.9,,Average Performer
11591,37,Female,Bengaluru,Post Graduate,HR,2.1,,15,195,1,1,3,3,24,123,3,4,Average,7.1,21,Low Performer
11592,45,Male,Hyderabad,Post Graduate,Sales,,113066,39,241,0,4,3,,,133,10,,Poor,1.7,12,Average Performer
11593,48,Male,Chennai,Post Graduate,Analytics,0.7,142401,22,26,,2,1,4,49,95,14,,Average,1.3,10,Low Performer
11594,,Male,Kolkata,Post Graduate,Analytics,10.9,106148,,114,4,1,3,3.1,68,12,3,5,,7,10,Average Performer
11595,55,Male,Pune,Post Graduate,HR,16,121806,30,,2,4,2,3.9,77,125,14,3,Good,2.9,18,Average Performer
11596,57,Female,Delhi,Graduate,,12.2,40144,20,131,0,5,1,4.3,39,,2,4,Good,3.5,,Average Performer
11597,25,Female,Chennai,Post Graduate,Analytics,17.7,138270,32,48,4,1,1,4.3,5,28,13,,Average,1.8,16,High Performer
11598,21,Male,Kolkata,Post Graduate,,,106909,25,11,5,1,3,3.1,63,119,5,2,Average,3.4,,Low Performer
11599,32,Female,Delhi,Post Graduate,Sales,,148661,23,132,3,1,3,3.7,,172,2,3,Good,1.9,5,Average Performer
11600,56,Male,Kolkata,Graduate,HR,14.7,51799,5,95,,,3,3.3,8,123,14,2,Poor,5.3,17,Low Performer
11601,43,Female,Bengaluru,Graduate,Operations,6,52510,30,134,,3,,4.6,5,28,8,,Good,4,,Average Performer
11602,51,Female,Mumbai,Post Graduate,Sales,17.5,105919,39,21,,1,1,4.6,16,26,3,5,Average,,8,High Performer
11603,31,Male,Chennai,Post Graduate,Analytics,5.5,131043,27,190,4,5,4,3,39,72,3,,Excellent,2.5,17,Average Performer
11604,,Female,Hyderabad,,HR,16.1,71242,37,114,1,5,2,2.3,75,140,1,3,Good,4,18,Average Performer
11605,23,Male,Chennai,Graduate,Analytics,,64546,7,,0,2,2,2.5,44,62,1,3,Good,2.1,16,Low Performer
11606,34,Male,Delhi,Post Graduate,,13.8,87939,5,167,,,,,42,19,6,2,,7.5,8,Low Performer
11607,36,Male,Bengaluru,Post Graduate,IT,,139265,15,79,2,3,4,3.7,45,12,4,2,Average,4.2,0,Average Performer
11608,30,Male,Kolkata,,,2.6,22897,,203,2,4,1,4,62,174,2,3,Average,1.4,19,Low Performer
11609,49,Female,Pune,Post Graduate,Analytics,9.8,149235,9,291,4,2,2,3,0,171,5,3,Average,2.2,22,Average Performer
11610,30,Female,Hyderabad,Post Graduate,Finance,6.7,70540,11,,2,4,3,,58,39,5,1,,0.7,17,Average Performer
11611,32,Female,Bengaluru,Post Graduate,,14.4,48030,22,101,5,2,1,4.8,62,173,0,4,Average,0.2,23,High Performer
11612,50,Female,Chennai,Post Graduate,Analytics,13.8,73313,34,55,,3,1,4,78,52,2,1,Excellent,4.2,12,Average Performer
11613,21,Female,Pune,Diploma,Sales,16.4,146070,35,38,5,4,,2.5,17,,11,3,Poor,2.7,7,Average Performer
11614,25,Male,Bengaluru,Graduate,HR,0.8,47870,,25,4,2,4,3.7,64,75,4,2,,7.7,13,Low Performer
11615,40,Male,Mumbai,Graduate,IT,14.7,134565,11,188,4,3,4,3.6,,48,10,2,Average,1.4,2,Average Performer
11616,28,Male,,Diploma,Sales,16.9,142703,,297,5,3,1,4.6,55,101,12,3,Good,6.4,3,Average Performer
11617,32,Female,Delhi,,Sales,14.3,75255,15,68,1,1,3,3.1,53,39,10,4,Poor,,,Average Performer
11618,21,Female,Bengaluru,Post Graduate,Sales,,,38,128,,4,1,3.3,47,31,6,5,Poor,1.8,6,Low Performer
11619,40,Male,Bengaluru,Post Graduate,Sales,1.9,135952,1,105,1,1,3,3.8,,74,3,5,Poor,7.8,20,Low Performer
11620,48,Female,Mumbai,Graduate,IT,0.9,127396,24,123,2,3,2,3.6,15,70,11,1,Average,6.4,4,Low Performer
11621,57,Female,Chennai,Post Graduate,Finance,11.5,41674,22,82,1,4,3,4.2,19,75,7,4,Good,5,1,High Performer
11622,57,Female,,Post Graduate,Operations,11.5,58426,3,185,0,4,1,2.1,46,84,2,5,Good,5.6,5,Low Performer
11623,32,Male,Kolkata,,,17.8,67584,14,203,3,5,5,3.7,6,33,,,Average,7.9,19,Average Performer
11624,57,Male,Hyderabad,Graduate,Sales,7.5,91251,,194,0,,4,2.4,22,35,14,2,,4.7,,Low Performer
11625,48,Male,Hyderabad,Post Graduate,,6.3,87353,32,107,0,5,1,2.9,74,72,5,2,Poor,,14,Average Performer
11626,35,Male,Delhi,Graduate,Analytics,11.4,113029,38,279,4,5,3,4,32,29,8,4,Good,0.5,,Average Performer
11627,26,Male,Bengaluru,PhD,Sales,14.9,100990,33,,3,3,3,2.5,39,121,3,3,Excellent,5.3,4,Average Performer
11628,40,Female,Pune,Graduate,Finance,,22600,,245,4,2,4,2.9,,145,6,5,,5.3,,Low Performer
11629,34,,Bengaluru,Post Graduate,Analytics,14.6,126286,39,138,1,5,1,4.1,44,85,9,,Excellent,6,7,High Performer
11630,22,,Kolkata,Diploma,HR,8,51762,25,161,5,5,,4,40,172,0,2,Excellent,0.9,10,Average Performer
11631,29,Male,Delhi,Post Graduate,Analytics,11.6,137006,34,162,1,4,2,2.3,7,91,10,1,,7.6,16,Average Performer
11632,57,Female,Bengaluru,,Operations,15.5,35341,11,194,3,3,5,3.7,49,139,0,5,Excellent,4.4,13,Average Performer
11633,40,Male,Mumbai,Post Graduate,Sales,9.1,113140,,104,2,,2,2.4,30,164,1,2,,5.2,1,Average Performer
11634,46,Female,Kolkata,Graduate,IT,,102074,7,56,1,2,2,2.8,3,28,3,2,Good,0.3,6,Low Performer
11635,49,Female,Bengaluru,Graduate,Analytics,3.5,35015,22,53,0,1,1,3.4,65,5,11,4,Average,7.7,22,Average Performer
11636,21,Male,Bengaluru,Diploma,Finance,0.5,128180,39,104,3,1,2,2.3,55,115,5,4,Average,4.5,17,Low Performer
11637,55,Male,Kolkata,Post Graduate,,,142581,10,255,3,3,3,5,,51,3,4,,4.5,0,High Performer
11638,26,Female,Pune,Post Graduate,HR,2.4,67849,21,58,1,1,2,2.5,53,40,14,1,Average,,,Low Performer
11639,57,Male,Kolkata,Graduate,IT,4.8,132719,6,141,1,4,2,4.3,79,159,5,5,,7.4,0,Low Performer
11640,25,Male,Mumbai,Graduate,Operations,5.7,33852,1,166,,4,4,,0,46,,1,,1.8,16,Low Performer
11641,,Male,Mumbai,Graduate,IT,10.3,73361,,296,4,2,4,5,75,80,8,1,Good,7.4,,High Performer
11642,34,Male,Bengaluru,Post Graduate,Operations,,129794,14,85,0,3,1,3.3,72,94,10,,Poor,5.9,6,Low Performer
11643,,Female,Hyderabad,Post Graduate,Analytics,12.3,80355,,224,3,3,1,4.6,60,93,2,2,,0.2,15,High Performer
11644,40,,Pune,Post Graduate,Sales,1.5,142773,27,89,2,1,3,4.9,6,72,6,3,Poor,1.9,,Low Performer
11645,44,Female,Bengaluru,Post Graduate,Finance,2.7,45410,9,,2,5,4,2.5,29,74,0,2,Poor,,14,Average Performer
11646,54,Female,Kolkata,Graduate,HR,9.2,51924,6,71,3,5,5,3.4,14,114,7,2,Excellent,4.7,21,Low Performer
11647,45,Female,Bengaluru,Graduate,IT,6.4,130622,31,238,0,5,1,2.2,3,130,3,2,Poor,5.6,19,Average Performer
11648,49,Female,Delhi,Graduate,Finance,5.7,88831,17,202,4,2,1,,62,145,13,2,Good,1.7,24,Average Performer
11649,51,Female,Delhi,Graduate,,1.7,46038,36,,4,3,4,3.7,69,,10,1,Excellent,6.7,10,Low Performer
11650,43,Male,Hyderabad,Graduate,Sales,,134936,,181,,1,4,,37,99,11,4,Good,6.8,,Low Performer
11651,40,Female,Pune,Diploma,HR,12.6,27136,27,284,,2,3,4.4,46,26,14,4,,5.1,23,High Performer
11652,43,Female,Chennai,Graduate,HR,2.6,31213,,133,2,4,4,,59,25,12,2,Average,7.4,1,Low Performer
11653,36,Female,Delhi,Diploma,,,126546,16,184,0,4,2,4.4,,147,4,3,Average,6.5,,Low Performer
11654,28,Female,,Graduate,Sales,,45431,35,296,2,4,5,2.1,68,169,6,5,Excellent,1.8,20,Average Performer
11655,41,Male,,Diploma,HR,12.4,60290,36,211,1,3,2,4,7,49,2,,Average,6.4,,Average Performer
11656,21,Male,Delhi,Post Graduate,Sales,,114815,35,298,2,4,2,2.2,50,158,8,2,Average,7.6,,Average Performer
11657,28,Female,Delhi,Diploma,HR,12.8,,19,179,,5,2,2.8,18,115,8,3,Average,1.1,18,Average Performer
11658,49,Male,Pune,Graduate,Analytics,13.7,60747,21,33,0,4,,4.2,30,167,7,1,Excellent,7.8,15,High Performer
11659,52,Female,Hyderabad,,Operations,14.1,93974,33,183,3,2,2,,,173,0,2,,0.2,7,Average Performer
11660,25,Male,Chennai,Diploma,Sales,8.9,97763,23,45,3,4,1,3.5,21,76,11,3,Average,4.2,20,Average Performer
11661,42,Male,Kolkata,Graduate,Finance,8,147132,6,196,0,5,4,4.7,32,120,12,,Excellent,6.2,19,Low Performer
11662,54,Male,,Graduate,Analytics,0.7,90994,32,241,,4,5,2.1,71,,11,1,Good,6.3,,Low Performer
11663,21,Male,Delhi,Graduate,Finance,16.7,87015,22,229,3,1,5,4.4,36,92,1,2,Excellent,5.9,7,High Performer
11664,46,Male,Pune,Diploma,Operations,11.1,18051,,118,4,,2,2.2,11,140,1,1,Average,4.2,13,Low Performer
11665,30,Male,Pune,Post Graduate,HR,4.1,,35,282,3,3,5,2.4,68,58,2,2,Average,5.2,,Average Performer
11666,50,Other,Hyderabad,Post Graduate,Finance,16.6,46491,16,21,3,4,1,2.4,63,133,1,2,Poor,5.6,22,Average Performer
11667,38,Female,Chennai,Graduate,Analytics,16.5,34080,25,90,4,2,4,5,24,24,0,4,Poor,4,21,High Performer
11668,37,Male,Mumbai,Graduate,Sales,17.8,,17,185,2,4,2,2.5,53,104,10,5,Poor,4.8,17,Average Performer
11669,46,Female,Kolkata,Post Graduate,IT,15.8,129056,39,,1,2,3,4.7,28,38,4,5,Good,6.8,4,Low Performer
11670,28,Female,Hyderabad,Graduate,Finance,18,65361,13,229,,1,5,5,12,61,5,4,Excellent,2.5,9,Average Performer
11671,32,Female,Mumbai,Post Graduate,IT,4.8,105685,28,58,4,3,5,3.2,25,145,12,2,Good,4.2,14,Average Performer
11672,47,Male,Bengaluru,,Operations,15.2,98875,11,72,5,5,2,3.9,21,,6,,,0.1,12,Average Performer
11673,28,Female,Delhi,,Finance,14.9,112841,10,111,,5,5,4.3,75,57,9,1,Poor,,8,Average Performer
11674,,Female,Chennai,Post Graduate,Finance,,106091,39,81,1,3,5,3.2,72,,6,4,Average,1.6,24,High Performer
11675,24,Male,Hyderabad,Graduate,Sales,2.2,51005,,31,2,,3,2.5,,138,1,4,,3.8,8,Low Performer
11676,,Male,Delhi,Post Graduate,HR,17.6,83471,38,159,,1,1,3.3,47,40,12,4,,1.7,18,Average Performer
11677,21,Female,Chennai,Graduate,Analytics,5.7,144718,24,76,,4,2,4.3,41,157,6,4,Average,0.2,24,Average Performer
11678,39,Male,Chennai,Post Graduate,,15.7,124379,33,184,5,1,2,4.3,58,95,1,5,Excellent,3.9,8,High Performer
11679,51,Female,,Graduate,Analytics,,68728,17,51,,4,3,2.7,52,,1,2,Poor,3.4,4,Low Performer
11680,36,Male,,Post Graduate,Operations,0.9,27756,36,246,5,2,3,2.5,39,,11,4,Average,3.4,,Low Performer
11681,34,Female,Hyderabad,Post Graduate,HR,8.7,141670,,281,,3,1,4.8,,,5,4,Average,1.7,22,Low Performer
11682,25,Female,,Graduate,IT,4.7,54308,6,109,5,2,4,2.1,61,,5,4,Poor,7.6,9,Low Performer
11683,46,Male,Pune,Post Graduate,Analytics,12.6,,,99,4,2,2,4.2,5,,7,3,Poor,0,,Average Performer
11684,48,Male,Delhi,Graduate,IT,10.4,83524,28,,,2,5,2.1,3,,4,3,Excellent,7.1,5,Average Performer
11685,22,Female,Chennai,Post Graduate,HR,1.9,27327,32,174,0,2,1,,,88,4,1,,5.9,20,Low Performer
11686,26,Female,Hyderabad,Graduate,Operations,,123561,26,287,3,5,2,4.7,68,145,9,2,Average,1.4,0,Average Performer
11687,29,Female,Kolkata,Post Graduate,HR,7.3,112436,11,132,1,1,1,2.9,2,115,0,4,Average,3.8,19,Low Performer
11688,53,Male,Bengaluru,Graduate,Sales,3.7,,,204,0,3,4,2.2,6,9,3,,Average,7.9,12,Average Performer
11689,45,Male,Mumbai,,,14.4,115417,31,39,,3,2,3.4,,132,0,,Good,5.1,7,High Performer
11690,33,Male,Chennai,,Operations,,111318,21,148,5,2,5,,,,9,2,Excellent,,23,Average Performer
11691,29,Female,Bengaluru,Post Graduate,Sales,2.1,58429,3,296,4,3,2,3.3,66,119,4,3,Average,3.7,12,Low Performer
11692,,Male,Pune,Graduate,Analytics,,104348,12,70,5,4,1,4,74,106,14,2,Poor,3.7,5,Average Performer
11693,51,Male,Kolkata,PhD,HR,2.1,91065,25,223,4,3,4,2.6,69,21,14,1,,6.4,18,Low Performer
11694,31,Female,Kolkata,PhD,HR,2.8,111396,,,1,2,1,3.1,35,35,7,2,,7.3,11,Low Performer
11695,24,Female,Chennai,Graduate,Finance,,31654,38,,0,3,1,4.3,16,96,0,3,Average,0.7,,Average Performer
11696,54,Male,Kolkata,Post Graduate,Finance,15.5,87483,36,217,0,1,3,3.9,0,165,13,1,Good,2.5,,Average Performer
11697,24,Male,Bengaluru,Graduate,HR,16.7,25899,,98,2,2,1,3,66,108,2,2,Average,2.4,22,Average Performer
11698,39,Female,,Graduate,,15,113909,19,110,0,5,4,4,79,97,0,4,Good,8,10,Average Performer
11699,26,,Delhi,Post Graduate,IT,6.3,122971,2,88,,1,5,4.3,77,136,12,4,Good,4.5,8,Low Performer
11700,54,Male,Hyderabad,Post Graduate,IT,5.3,109724,17,140,3,3,,3.8,,86,5,2,Poor,7,18,Average Performer
11701,38,Female,Bengaluru,Post Graduate,Sales,10.1,47295,,,,5,,2.7,50,59,9,,Average,3.4,10,Average Performer
11702,33,Female,Hyderabad,Graduate,Finance,13.1,98565,10,253,,1,2,2,70,156,0,3,Good,5.8,,Average Performer
11703,43,Male,Delhi,Graduate,Finance,17.9,,35,22,0,4,3,4.4,,164,9,1,,2.3,14,High Performer
11704,39,Male,Delhi,Graduate,HR,,119067,36,129,2,1,4,4.5,30,77,11,2,Average,,16,Low Performer
11705,,Male,Hyderabad,Post Graduate,HR,1.4,48066,,6,5,5,2,4.1,23,51,2,1,Good,3.6,,Low Performer
11706,21,Female,Bengaluru,Post Graduate,Sales,12.7,47418,1,204,4,,4,2.2,36,148,14,,Excellent,6.4,,Low Performer
11707,44,Male,Hyderabad,Post Graduate,Operations,15.1,100607,18,142,0,,,3.8,64,,4,1,Poor,2,,High Performer
11708,27,Female,Hyderabad,Graduate,Operations,15.3,67874,4,207,0,2,,4.5,62,98,4,5,Poor,5.5,20,Low Performer
11709,45,Female,Mumbai,Graduate,Operations,12.4,,27,286,5,3,4,3.2,55,71,1,3,Average,,21,Average Performer
11710,41,Male,Bengaluru,Graduate,Finance,,104257,25,34,4,,2,2.6,73,101,2,3,Average,0.3,3,Average Performer
11711,35,Female,Mumbai,Graduate,IT,9.4,148538,28,,3,2,4,3.8,17,163,13,1,Average,3.3,24,Average Performer
11712,21,Female,Chennai,Graduate,Operations,16.5,67635,22,123,1,5,3,4.5,64,124,12,3,,4.4,2,High Performer
11713,32,Male,Kolkata,Post Graduate,Analytics,17.4,131023,25,136,3,4,4,2.1,28,146,8,1,Average,1.2,1,High Performer
11714,27,Male,Hyderabad,PhD,Sales,,117837,17,235,2,4,4,3.8,76,138,12,1,Good,1.5,18,Average Performer
11715,35,Male,,Post Graduate,Operations,,35404,12,156,5,1,2,3.9,3,161,0,4,Excellent,3.7,4,Average Performer
11716,41,Female,Bengaluru,Post Graduate,Analytics,3.9,90629,16,25,0,,4,3.8,11,41,12,1,Average,2.7,16,Average Performer
11717,39,,,Graduate,Operations,10.1,31156,37,72,3,5,5,4,55,168,0,3,Excellent,3.5,15,Average Performer
11718,49,Male,Kolkata,PhD,,8.4,67999,16,130,1,3,1,3.9,47,114,11,5,Good,3.7,15,Average Performer
11719,45,Female,Chennai,Graduate,IT,15.9,32694,17,47,,1,3,2.4,18,82,1,2,Good,1.1,11,Average Performer
11720,53,Male,,Diploma,Operations,2.3,87549,31,186,3,1,2,2.7,25,,7,3,Good,1.4,3,Low Performer
11721,52,Male,Delhi,Post Graduate,Analytics,5,50799,15,104,0,5,,3.9,37,122,5,5,Average,6.8,16,Average Performer
11722,55,Male,Hyderabad,Graduate,,13.7,108288,13,244,1,1,4,,79,46,13,3,Poor,1.3,24,Low Performer
11723,46,Male,,,Analytics,2.2,58645,27,204,0,5,4,3.9,24,78,3,5,Poor,5.3,18,Low Performer
